account,date,`weekdays,end,category,regularity,recurring_id,tags,start,priority,amount,parameters,type,title,subcategory
,2028-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2028-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2029-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,17000.00,,Expense,Rent,
,2026-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2027-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2028-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2029-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,8000.00,,Expense,Electricity,
,2026-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2027-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2028-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2029-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1600.00,,Expense,WiFi,
,2026-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2027-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2028-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2029-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,1000.00,,Expense,Gas,
,2026-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2027-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2028-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-01-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-02-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-03-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-04-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-05-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-06-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-07-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-08-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-09-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-10-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-11-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2029-12-06T00:00:00.000Z,,,Household,,,"monthly, bills",,,500.00,,Expense,Water Bill,
,2026-04-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-05-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-06-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-07-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-08-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-09-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-10-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-11-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-12-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-01-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-02-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-03-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-04-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-05-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-06-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-07-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-08-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-09-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-10-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-11-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2027-12-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-01-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-02-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-03-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-04-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-05-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-06-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-07-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-08-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-09-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-10-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-11-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2028-12-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-01-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-02-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-03-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-04-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-05-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-06-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-07-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-08-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-09-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-10-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-11-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2029-12-01T00:00:00.000Z,,,Health,,,"monthly, luxury",,,3000.00,,Expense,Gym,
,2026-04-06T00:00:00.000Z,,,Pets,,,"monthly, pets",,,3000.00,,Expense,Pet Monthly,
,2026-05-06T00:00:00.000Z,,,Pets,,,"monthly, pets",,,3000.00,,Expense,Pet Monthly,
,2026-06-06T00:00:00.000Z,,,Pets,,,"monthly, pets",,,3000.00,,Expense,Pet Monthly,
,2026-07-06T00:00:00.000Z,,,Pets,,,"monthly, pets",,,3000.00,,Expense,Pet Monthly,
