category,end,regularity,title,start,`weekdays,priority,subcategory,tags,recurring_id,account,date,type,amount,parameters
Pets,,,Pet Monthly,,,,,"monthly, pets",,,2027-11-06T00:00:00.000Z,Expense,3000.00,
Pets,,,Pet Monthly,,,,,"monthly, pets",,,2027-12-06T00:00:00.000Z,Expense,3000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-04-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-05-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-06-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-07-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-08-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-09-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-10-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-11-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2026-12-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-01-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-02-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-03-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-04-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-05-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-06-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-07-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-08-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-09-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-10-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-11-06T00:00:00.000Z,Expense,2000.00,
Pets,,,Groom pets,,,,,"monthly, pets",,,2027-12-06T00:00:00.000Z,Expense,2000.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-04-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-05-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-06-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-07-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-08-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-09-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-10-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-11-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2026-12-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-01-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-02-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-03-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-04-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-05-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-06-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-07-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-08-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-09-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-10-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-11-14T00:00:00.000Z,Expense,180.00,
Software,,,minimalist phone,,,,,"monthly, subscription",,,2027-12-14T00:00:00.000Z,Expense,180.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-04-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-05-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-06-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-07-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-08-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-09-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-10-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-11-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2026-12-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-01-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-02-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-03-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-04-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-05-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-06-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-07-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-08-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-09-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-10-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-11-14T00:00:00.000Z,Expense,159.00,
Software,,,YouTube Premium,,,,,"monthly, subscription",,,2027-12-14T00:00:00.000Z,Expense,159.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-04-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-05-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-06-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-07-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-08-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-09-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-10-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-11-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2026-12-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-01-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-02-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-03-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-04-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-05-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-06-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-07-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-08-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-09-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-10-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-11-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2027-12-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-01-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-02-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-03-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-04-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-05-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-06-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-07-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-08-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-09-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-10-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-11-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2028-12-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-01-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-02-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-03-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-04-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-05-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-06-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-07-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-08-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-09-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-10-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-11-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2029-12-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-01-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-02-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-03-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-04-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-05-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-06-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-07-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-08-05T00:00:00.000Z,Income,150000.00,
Scale Up Salary,,,Tr Scale Up,,,,,salary,,,2030-09-05T00:00:00.000Z,Income,150000.00,
