amount,date,category,tags,title,type
500.00,2026-09-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2026-10-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2026-11-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2026-12-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-01-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-02-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-03-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-04-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-05-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-06-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-07-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-08-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-09-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-10-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-11-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
500.00,2027-12-06T00:00:00.000Z,Household,"monthly, bills",Water Bill,Expense
1000.00,2025-06-01T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-07-06T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-08-03T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-09-07T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-10-05T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-11-02T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-12-07T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-01-04T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-02-01T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-03-01T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-04-05T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-05-03T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-06-07T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-07-05T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-08-02T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-09-06T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-10-04T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-11-01T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2026-12-06T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-01-03T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-02-07T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-03-07T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-04-04T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-05-02T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-06-06T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-07-04T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-08-01T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-09-05T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-10-03T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-11-07T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2027-12-05T00:00:00.000Z,Health,"monthly, luxury",Spa Day 1,Expense
1000.00,2025-06-15T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-07-20T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-08-17T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-09-21T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-10-19T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-11-16T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-12-21T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-01-18T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-02-15T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-03-15T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-04-19T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-05-17T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-06-21T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-07-19T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-08-16T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-09-20T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-10-18T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-11-15T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2026-12-20T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-01-17T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-02-21T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-03-21T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-04-18T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-05-16T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-06-20T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-07-18T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-08-15T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-09-19T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-10-17T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-11-21T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2027-12-19T00:00:00.000Z,Health,"monthly, luxury",Spa Day 2,Expense
1000.00,2025-06-07T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2025-07-05T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2025-08-02T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2025-09-06T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2025-10-04T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2025-11-01T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2025-12-06T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-01-03T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-02-07T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-03-07T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-04-04T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-05-02T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-06-06T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-07-04T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-08-01T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-09-05T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-10-03T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-11-07T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2026-12-05T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-01-02T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-02-06T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-03-06T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-04-03T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-05-01T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-06-05T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-07-03T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-08-07T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-09-04T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-10-02T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-11-06T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
1000.00,2027-12-04T00:00:00.000Z,Household,"monthly, luxury",Sleeping pills,Expense
2500.00,2025-06-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2025-07-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2025-08-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2025-09-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2025-10-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2025-11-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2025-12-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-01-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-02-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-03-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-04-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-05-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-06-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-07-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-08-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-09-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-10-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-11-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2026-12-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-01-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-02-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-03-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-04-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-05-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-06-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-07-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-08-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-09-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-10-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-11-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
2500.00,2027-12-06T00:00:00.000Z,Pets,"monthly, pets",Pet Monthly,Expense
1250.00,2025-06-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2025-07-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2025-08-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2025-09-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2025-10-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2025-11-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2025-12-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2026-01-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
1250.00,2026-02-06T00:00:00.000Z,Pets,"monthly, pets",Groom pets,Expense
