title,type,category,tags,amount,date
Electricity,Expense,Household,"monthly, bills",4000.00,2026-12-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-01-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-02-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-03-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-04-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-05-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-06-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-07-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-08-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-09-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-10-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-11-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2027-12-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-01-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-02-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-03-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-04-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-05-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-06-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-07-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-08-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-09-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-10-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-11-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2028-12-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-01-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-02-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-03-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-04-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-05-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-06-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-07-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-08-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-09-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-10-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-11-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2029-12-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-01-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-02-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-03-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-04-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-05-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-06-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-07-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-08-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-09-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-10-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-11-06T00:00:00.000Z
Electricity,Expense,Household,"monthly, bills",4000.00,2030-12-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-06-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-07-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-08-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-09-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-10-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-11-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2025-12-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-01-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-02-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-03-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-04-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-05-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-06-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-07-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-08-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-09-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-10-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-11-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2026-12-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-01-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-02-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-03-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-04-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-05-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-06-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-07-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-08-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-09-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-10-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-11-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2027-12-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-01-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-02-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-03-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-04-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-05-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-06-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-07-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-08-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-09-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-10-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-11-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2028-12-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-01-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-02-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-03-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-04-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-05-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-06-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-07-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-08-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-09-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-10-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-11-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2029-12-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-01-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-02-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-03-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-04-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-05-04T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-06-01T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-07-06T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-08-03T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-09-07T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-10-05T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-11-02T00:00:00.000Z
Grocery Monthly,Expense,Household,"monthly, bills",1500.00,2030-12-07T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-06-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-07-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-08-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-09-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-10-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-11-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2025-12-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-01-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-02-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-03-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-04-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-05-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-06-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-07-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-08-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-09-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-10-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-11-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2026-12-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-01-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-02-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-03-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-04-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-05-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-06-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-07-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-08-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-09-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-10-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-11-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2027-12-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-01-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-02-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-03-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-04-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-05-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-06-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-07-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-08-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-09-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-10-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-11-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2028-12-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-01-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-02-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-03-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-04-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-05-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-06-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-07-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-08-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-09-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-10-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-11-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2029-12-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-01-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-02-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-03-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-04-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-05-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-06-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-07-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-08-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-09-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-10-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-11-06T00:00:00.000Z
WiFi,Expense,Household,"monthly, bills",750.00,2030-12-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-06-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-07-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-08-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-09-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-10-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-11-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2025-12-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-01-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-02-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-03-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-04-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-05-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-06-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-07-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-08-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-09-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-10-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-11-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2026-12-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-01-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-02-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-03-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-04-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-05-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-06-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-07-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-08-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-09-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-10-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-11-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2027-12-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-01-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-02-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-03-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-04-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-05-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-06-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-07-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-08-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-09-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-10-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-11-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2028-12-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-01-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-02-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-03-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-04-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-05-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-06-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-07-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-08-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-09-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-10-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-11-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2029-12-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-01-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-02-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-03-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-04-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-05-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-06-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-07-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-08-06T00:00:00.000Z
Gas,Expense,Household,"monthly, bills",500.00,2030-09-06T00:00:00.000Z
